"","id","submitdate","lastpage","startlanguage","seed","token","startdate","datestamp","ipaddr","refurl","transdisciplinaryExp.rate.","age","academicAge","familiarWithSI.response.","projectReference","projectReferenceNo","contribToSI.rate.","motivation.pheno.","motivation.prob.","motivation.welfare.","benefitForNonAcademy","impulseForNonAcad.soc.","impulseForNonAcad.econ.","impulseForNonAcad.ecol.","impulseForNonAcad.health.","impulseForNonAcad.tech.","impulseForNonAcad.other.","groupsInvolved.res.","groupsInvolved.busi.","groupsInvolved.civsoc.","groupsInvolved.policy.","groupsInvolved.citiz.","groupsInvolved.media.","groupsInvolved.welfare.","natureOfInvolvement.res.","natureOfInvolvement.busi.","natureOfInvolvement.civsoc.","natureOfInvolvement.policy.","natureOfInvolvement.citiz.","natureOfInvolvement.media.","natureOfInvolvement.welfare.","targetGroupsGoals.socneeds.","targetGroupsGoals.socgroups.","targetGroupsGoals.improve.","targetGroupsGoals.empower.","targetGroupsGoals.diversity.","concepts.pub.","concepts.data.","concepts.code.","concepts.infra.","concepts.review.","concepts2","concepts3","impactTargetGroup.pub.","impactTargetGroup.busi.","impactTargetGroup.socgr.","impactTargetGroup.welfare.","impactTargetGroup.civsoc.","impactTargetGroup.policy.","impactTargetGroup.acad.","kindOfChange.pub.","kindOfChange.busi.","kindOfChange.socgr.","kindOfChange.welfare.","kindOfChange.civsoc.","kindOfChange.policy.","kindOfChange.acad.","kindOfChangeOther","adoptByPolicy.rate.","adoptByPolicyHow.SQ001.","adoptByPolicyHow.SQ002.","adoptByPolicyHow.SQ003.","adoptByPolicyHow.other.","Impactstatements.capab.","Impactstatements.emanc.","Impactstatements.understanding.","Impactstatements.mitig.","Impactstatements.unknown.","Impactstatements.unaddressed.","dissChannels.peer.","dissChannels.mono.","dissChannels.conf.","dissChannels.policy.","dissChannels.trad.","dissChannels.prof.","dissChannels.web.","dissChannels.socmed.","dissChannels.platf.","dissChannels.consult.","dissChannels.events.","dissChannels.public.","scalabilityRating.up.","scalabilityRating.out.","scalabilityRating.deep.","interestInSummary","SIthroughSNSF","resultsHighlight","feedback","thankYou"
"115",132,"2021-09-30 10:10:59",9,"en",2017448757,"XZ1uC6IuT5L2ad6","2021-09-30 09:48:43","2021-09-30 10:10:59","128.179.253.13","","","60 to 69","> 15 years","4","Yes",NA,"","10..fully","8","10..fully","to a large extent","Yes","No","No","Yes","No","","only marginally","only marginally","no","no","no","no","no","contributory (consultative + contributing through collecting data, validating data, disseminating results, etc.)","contributory (consultative + contributing through collecting data, validating data, disseminating results, etc.)","","","","","","false","false","false","false","false","yes","yes","yes","no","no","No","No","8","10..to a high degree","0..not at all","0..not at all","0..not at all","0..not at all","10..to a high degree","changing understanding","changing behaviour","","","","","changing behaviour","","0..not at all","N/A","N/A","N/A","","9","1","1","1","1","9","yes","no","no","no","yes","no","no","yes","yes","yes","no","yes","10..very highly scalable","8","8","yes","","","",NA
"116",134,"2021-09-30 15:15:48",9,"en",1764471109,"awhfULhOkZG12iK","2021-09-30 15:01:49","2021-09-30 15:15:48","2001:620:d:82b6:8c1b:8f91:983b:3ccd","","7","50 to 59","> 15 years","2","Yes",NA,"","10..fully","7","5","no","No","No","Yes","No","No","","quite centrally","no","no","only marginally","only marginally","no","no","co-created (collaborative + participated in designing study and/or determining objectives)","","","consultative (provide information via interviews, online questionnaires, etc.)","consultative (provide information via interviews, online questionnaires, etc.)","","","","","","","","yes","yes","yes","no","yes","No","Yes","1","0..not at all","0..not at all","0..not at all","0..not at all","1","2","","","","","","","","","0..not at all","N/A","N/A","N/A","","2","0..not at all","0..not at all","0..not at all","2","8","yes","no","no","no","no","no","yes","yes","yes","no","no","yes","","","","yes","","","This research concerned processes of greenhouse gas release and removal in the envrionment that were previously neglected. One motivation was clearly to produce knowledge that helps tackle the problem of global warming, and thus tpo produce a benefit for society. But the directi impact is probably small (its just one tiny aspect of the big picture) and hard to judge. ",NA
"117",135,"2021-10-01 10:18:42",9,"en",1574402382,"qEzSKAzCdZY7Qrp","2021-10-01 10:04:15","2021-10-01 10:18:42","83.76.204.255","","4","60 to 69","> 15 years","4","Yes",NA,"","9","9","1","no","No","No","No","No","No","answering scientific questions","quite centrally","only marginally","no","only marginally","no","only marginally","no","collaborative (contributory + interpreting data and/or drawing conclusions)","consultative (provide information via interviews, online questionnaires, etc.)","","consultative (provide information via interviews, online questionnaires, etc.)","","contributory (consultative + contributing through collecting data, validating data, disseminating results, etc.)","","","","","","","yes","yes","yes","yes","yes","No","No","0..not at all","0..not at all","0..not at all","5","0..not at all","3","10..to a high degree","","","","other","","other","changing understanding","The goal was to provide information in the research field to the general public and to public administration not necessarily to trigger change","0..not at all","N/A","N/A","N/A","","0..not at all","4","0..not at all","0..not at all","4","4","yes","yes","yes","no","yes","yes","yes","yes","no","yes","no","yes","10..very highly scalable","Not applicable","Not applicable","yes","","","",NA
"118",136,"2021-10-01 14:22:56",9,"en",1007387387,"ANvOASRhgOGKjgC","2021-10-01 14:03:04","2021-10-01 14:22:56","131.152.39.61","","7","50 to 59","> 15 years","6","Yes",NA,"3","10..fully","4","1","no","Yes","No","No","No","No","","only marginally","no","no","no","no","no","no","consultative (provide information via interviews, online questionnaires, etc.)","","","","","","","","","","","","no","no","no","no","no","No","No","1","0..not at all","1","0..not at all","","1","8","","","","","","","changing behaviour","","Not applicable","N/A","N/A","N/A","","Not applicable","Not applicable","7","Not applicable","8","10..full extent","yes","yes","yes","no","yes","no","yes","no","no","no","yes","yes","","","","no","","","",NA
"119",137,"2021-10-01 18:24:16",9,"en",1154469781,"LPRrRy2V0kmKE2Z","2021-10-01 17:52:03","2021-10-01 18:24:16","2a02:120b:2c21:b9e0:4156:4e8d:ef4a:d908","","5","60 to 69","11-15 years","3","Yes",NA,"","","3","4","to a minor extent","Yes","No","No","No","No","","no","no","","","only marginally","","no","","","","","co-created (collaborative + participated in designing study and/or determining objectives)","","","true","false","false","","true","yes","yes","","","","Yes","Yes","3","","","3","","3","3","","","","","","changing understanding","","","","N/A","N/A","N/A","","1","3","3","","0..not at all","0..not at all","yes","yes","yes","","","yes","yes","","","","","","","","","yes","","yes","As our publication project was a purely philosophical one it is probably not really interesting in view of your interests ",NA
"120",138,"2021-10-02 13:48:45",9,"en",469776851,"YxeEUpAVtnucJPT","2021-10-02 13:32:27","2021-10-02 13:48:45","2001:1711:fa54:10d0:587d:b89b:c858:5a14","","10..highly experienced","40 to 49","> 15 years","10..fully","Yes",NA,"7","10..fully","2","7","to a large extent","Yes","No","Yes","No","No","","only marginally","no","quite centrally","only marginally","only marginally","only marginally","only marginally","consultative (provide information via interviews, online questionnaires, etc.)","","collaborative (contributory + interpreting data and/or drawing conclusions)","consultative (provide information via interviews, online questionnaires, etc.)","consultative (provide information via interviews, online questionnaires, etc.)","consultative (provide information via interviews, online questionnaires, etc.)","consultative (provide information via interviews, online questionnaires, etc.)","true","false","true","true","true","no","no","no","no","no","Yes","Yes","10..to a high degree","8","7","7","10..to a high degree","10..to a high degree","10..to a high degree","changing understanding","changing understanding","changing understanding","changing understanding","changing understanding","changing understanding","changing understanding","","Not applicable","N/A","N/A","N/A","","10..full extent","2","Not applicable","Not applicable","5","8","yes","yes","yes","no","no","no","yes","no","no","yes","no","no","7","7","7","yes","I wonder if this kind of online survey can give you an idea of what is behind the projects. Probably through a short discussion you'd have quite different feedback. For instance, in our case, there is a big monograph coming up but it is not published yet. This doesn't fit well when answering all the questions about impact.","We will be publishing a monograph in MIT Press most senior book series. The book is about environmental data monitoring in China and discuss in details the work of China's most famous environmental NGO. It will therefore help a lot of readers to better understand China policies, environmental data collection, environmental data management, digital infrastructures, and NGOs in China.","It was difficult to finish the project within the schedule. The way that academia works nowadays, with projects submission and scholars desperately looking for secure jobs, creates a toxic atmosphere. In our case, it's the main cause for delay (because our researchers ended up doing other things to survive, rather than finishing the project, although the project made much more sense than the other things).",NA
"121",139,"2021-10-03 22:06:59",9,"en",1412501602,"qtqQtMxMhCXwkw6","2021-10-03 21:58:23","2021-10-03 22:06:59","46.140.181.226","","3","39 or younger","6-10 years","3","Yes",NA,"","10..fully","7","5","to a minor extent","No","No","No","Yes","Yes","","quite centrally","quite centrally","no","no","no","no","no","collaborative (contributory + interpreting data and/or drawing conclusions)","collaborative (contributory + interpreting data and/or drawing conclusions)","","","","","","false","false","true","false","false","no","yes","yes","no","no","No","No","6","5","0..not at all","0..not at all","0..not at all","0..not at all","6","changing understanding","changing understanding","","","","","changing understanding","","0..not at all","N/A","N/A","N/A","","7","0..not at all","0..not at all","0..not at all","0..not at all","7","yes","no","no","no","no","no","yes","no","no","no","no","no","5","0..not scalable at all","0..not scalable at all","no","","","",NA
"122",140,"2021-10-04 08:45:39",9,"en",1830215878,"t1McOnV4ztGiJaB","2021-10-04 08:40:12","2021-10-04 08:45:39","130.92.118.218","","4","40 to 49","> 15 years","10..fully","Yes",NA,"2","9","9","9","to a large extent","No","Yes","No","No","No","","only marginally","only marginally","only marginally","only marginally","no","no","no","consultative (provide information via interviews, online questionnaires, etc.)","consultative (provide information via interviews, online questionnaires, etc.)","consultative (provide information via interviews, online questionnaires, etc.)","consultative (provide information via interviews, online questionnaires, etc.)","","","","false","false","true","false","true","yes","no","no","no","no","No","Yes","6","3","2","0..not at all","3","6","9","changing awareness","changing awareness","","","changing awareness","changing behaviour","changing behaviour","","3","No","No","No","Awareness","2","2","7","0..not at all","5","3","yes","yes","yes","yes","no","no","yes","no","no","yes","no","no","4","4","4","yes","","","",NA
"123",141,"2021-10-04 11:20:45",9,"en",1707140962,"hmQwpHsDL2DhD3M","2021-10-04 11:12:03","2021-10-04 11:20:45","2001:1715:4e2f:c0f0:801e:58b9:d8fd:3d60","","2","50 to 59","> 15 years","4","Yes",NA,"","10..fully","10..fully","8","to a minor extent","Yes","No","No","No","No","","no","no","no","no","no","no","no","","","","","","","","false","false","true","true","true","yes","yes","no","no","no","No","No","0..not at all","0..not at all","0..not at all","1","0..not at all","0..not at all","3","","","","","","","changing understanding","","0..not at all","N/A","N/A","N/A","","Not applicable","Not applicable","10..full extent","3","7","8","yes","no","yes","no","no","no","no","no","no","no","no","no","","","","yes","","","",NA
"124",142,"2021-10-04 14:20:49",9,"en",1635763533,"tX5WzOG0abrkfDG","2021-10-04 14:07:30","2021-10-04 14:20:49","185.225.93.40","","2","60 to 69","> 15 years","2","Yes",NA,"","10..fully","3","6","to a minor extent","No","No","No","Yes","No","","only marginally","no","no","no","no","no","no","collaborative (contributory + interpreting data and/or drawing conclusions)","","","","","","","false","false","true","false","false","yes","yes","yes","yes","no","No","No","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","","","","","","","","","0..not at all","N/A","N/A","N/A","","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","yes","no","yes","no","yes","no","yes","yes","no","yes","yes","yes","","","","no","","","",NA
"125",143,"2021-10-04 21:17:52",9,"en",1880175522,"VltyRhvaAfY40HL","2021-10-04 21:05:56","2021-10-04 21:17:52","2a02:120b:2c15:2610:590b:58ba:b82f:152f","","10..highly experienced","60 to 69","> 15 years","5","Yes",NA,"2","4","0..not at all","0..not at all","no","No","No","No","No","No","fundamental research","quite centrally","no","no","no","no","only marginally","no","collaborative (contributory + interpreting data and/or drawing conclusions)","","","","","contributory (consultative + contributing through collecting data, validating data, disseminating results, etc.)","","","","","","","yes","yes","no","no","yes","No","No","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","10..to a high degree","","","","","","","changing understanding","","0..not at all","N/A","N/A","N/A","","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","10..full extent","yes","yes","yes","no","yes","yes","yes","no","no","yes","no","yes","","","","yes","Not","","Not",NA
"126",144,"2021-10-05 09:55:04",9,"en",461375902,"elPrKBWj64vWQR3","2021-10-05 09:38:33","2021-10-05 09:55:04","131.152.108.30","","5","40 to 49","> 15 years","0..not at all","Yes",NA,"","10..fully","10..fully","5","no","No","No","No","No","No","interest of the society to know more about fundamental questions, e.g. concerning the origin of the universe, of the matter we are made of, etc.","no","no","no","no","no","no","no","","","","","","","","","","","","","yes","","yes","no","no","No","No","","0..not at all","0..not at all","5","0..not at all","0..not at all","10..to a high degree","","","","changing awareness","","","changing behaviour","","5","No","No","No","Our results were relevant for studies on future scientific projects (e.g.for the FCC design study) ","0..not at all","0..not at all","0..not at all","0..not at all","0..not at all","10..full extent","yes","","yes","","yes","","yes","yes","","","yes","yes","Not applicable","Not applicable","Not applicable","yes","","","",NA
